accession_version	taxon_id	species	gene_id	sequence_length	length_ratio_to_query	isoform_label	archive_scope	source_record_status	selection_status	reason_code	evidence_note
XP_028930516.1	9258	Ornithorhynchus anatinus	103167900	1346	0.722491		screened_extra_taxon	present	not_selected	BELOW_CONFIGURED_LENGTH_RATIO	Length ratio 0.722491 is below request min_length_ratio 0.750000; no domain-failure claim was made.
XP_017204702.2	9986	Oryctolagus cuniculus	100347269	1853	0.994632	X1	selected_species	present	selected	FIXED_ANALYSIS_SET	Member of the committed 18-tip set; downstream sequence and domain QC is reported in the separate QC artifacts.
XP_008269770.2	9986	Oryctolagus cuniculus	100347269	1852	0.994096	X2	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_008269771.2	9986	Oryctolagus cuniculus	100347269	762	0.409018	X3	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_008269772.2	9986	Oryctolagus cuniculus	100347269	761	0.408481	X4	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001038958.1	9598	Pan troglodytes	449497	1863	1.000000		selected_species	present	selected	FIXED_ANALYSIS_SET	Member of the committed 18-tip set; downstream sequence and domain QC is reported in the separate QC artifacts.
XP_009430355.4	9598	Pan troglodytes	449497	1863	1.000000	X1	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_009430356.4	9598	Pan troglodytes	449497	1863	1.000000	X1	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_009430359.4	9598	Pan troglodytes	449497	1862	0.999463	X3	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_009430376.3	9598	Pan troglodytes	449497	759	0.407407	X18	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_024205855.2	9598	Pan troglodytes	449497	1861	0.998926	X6	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525683.1	9598	Pan troglodytes	449497	1862	0.999463	X2	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525684.1	9598	Pan troglodytes	449497	1862	0.999463	X2	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525685.1	9598	Pan troglodytes	449497	1862	0.999463	X3	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525686.1	9598	Pan troglodytes	449497	1862	0.999463	X4	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525687.1	9598	Pan troglodytes	449497	1862	0.999463	X4	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525688.1	9598	Pan troglodytes	449497	1861	0.998926	X5	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525689.1	9598	Pan troglodytes	449497	1861	0.998926	X5	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525690.1	9598	Pan troglodytes	449497	1861	0.998926	X6	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525691.1	9598	Pan troglodytes	449497	1861	0.998926	X7	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525692.1	9598	Pan troglodytes	449497	1861	0.998926	X7	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525693.1	9598	Pan troglodytes	449497	1860	0.998390	X8	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525694.1	9598	Pan troglodytes	449497	1860	0.998390	X8	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525695.1	9598	Pan troglodytes	449497	1822	0.977992	X9	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525696.1	9598	Pan troglodytes	449497	1822	0.977992	X9	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525697.1	9598	Pan troglodytes	449497	1821	0.977456	X10	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525698.1	9598	Pan troglodytes	449497	1821	0.977456	X10	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525699.1	9598	Pan troglodytes	449497	1821	0.977456	X11	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525700.1	9598	Pan troglodytes	449497	1821	0.977456	X11	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525701.1	9598	Pan troglodytes	449497	1821	0.977456	X12	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525702.1	9598	Pan troglodytes	449497	1821	0.977456	X12	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525704.1	9598	Pan troglodytes	449497	1820	0.976919	X13	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525705.1	9598	Pan troglodytes	449497	1820	0.976919	X13	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525706.1	9598	Pan troglodytes	449497	1820	0.976919	X14	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525707.1	9598	Pan troglodytes	449497	1820	0.976919	X15	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525708.1	9598	Pan troglodytes	449497	1820	0.976919	X15	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525709.1	9598	Pan troglodytes	449497	1819	0.976382	X16	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525710.1	9598	Pan troglodytes	449497	760	0.407944	X17	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525711.1	9598	Pan troglodytes	449497	760	0.407944	X17	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525712.1	9598	Pan troglodytes	449497	759	0.407407	X18	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525713.1	9598	Pan troglodytes	449497	759	0.407407	X19	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525714.1	9598	Pan troglodytes	449497	759	0.407407	X20	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525715.1	9598	Pan troglodytes	449497	759	0.407407	X20	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525716.1	9598	Pan troglodytes	449497	758	0.406871	X21	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525717.1	9598	Pan troglodytes	449497	758	0.406871	X21	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525719.1	9598	Pan troglodytes	449497	758	0.406871	X23	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525720.1	9598	Pan troglodytes	449497	758	0.406871	X22	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525721.1	9598	Pan troglodytes	449497	758	0.406871	X23	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525722.1	9598	Pan troglodytes	449497	758	0.406871	X22	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525723.1	9598	Pan troglodytes	449497	757	0.406334	X24	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525724.1	9598	Pan troglodytes	449497	719	0.385937	X25	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525725.1	9598	Pan troglodytes	449497	719	0.385937	X25	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525727.1	9598	Pan troglodytes	449497	718	0.385400	X26	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525728.1	9598	Pan troglodytes	449497	718	0.385400	X27	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_054525729.1	9598	Pan troglodytes	449497	718	0.385400	X27	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_063654061.1	9598	Pan troglodytes	449497	759	0.407407	X19	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_026576759.1	8673	Pseudonaja textilis	113449821	1563	0.838969		selected_species	present	selected	FIXED_ANALYSIS_SET	Member of the committed 18-tip set; downstream sequence and domain QC is reported in the separate QC artifacts.
XP_029429046.1	194408	Rhinatrema bivittatum	115074072	1920	1.030596	X1	selected_species	present	selected	FIXED_ANALYSIS_SET	Member of the committed 18-tip set; downstream sequence and domain QC is reported in the separate QC artifacts.
XP_029429047.1	194408	Rhinatrema bivittatum	115074072	1920	1.030596	X1	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_029429048.1	194408	Rhinatrema bivittatum	115074072	1916	1.028449	X2	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_029429049.1	194408	Rhinatrema bivittatum	115074072	1913	1.026838	X3	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
	8508	Sphenodon punctatus					screened_extra_taxon	absent	not_selected	NO_RECORD_IN_FROZEN_NCBI_PACKAGE	Exact scientific-name TaxID was present in the frozen names.dmp, but no matching gene-report or protein-FASTA record was present in the frozen package.
XP_072775070.1	59729	Taeniopygia guttata	100224649	1803	0.967794	X1	selected_species	present	selected	FIXED_ANALYSIS_SET	Member of the committed 18-tip set; downstream sequence and domain QC is reported in the separate QC artifacts.
XP_030112190.4	59729	Taeniopygia guttata	100224649	1804	0.968331	X2	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001107963.1	8364	Xenopus tropicalis	733513	1592	0.854536		selected_species	present	selected	FIXED_ANALYSIS_SET	Member of the committed 18-tip set; downstream sequence and domain QC is reported in the separate QC artifacts.
XP_012807962.2	8364	Xenopus tropicalis	733513	1655	0.888352	X1	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
